Zeit (s) Ringkern 1 Schalter Links	Spannung, Ch A (V) Ringkern 1 Schalter Links	Spannung, Ch B (V) Ringkern 1 Schalter Links
97,950	0,001	-0,598
98,000	0,001	-0,595
98,050	0,001	-0,594
98,100	0,001	-0,592
98,150	0,001	-0,591
98,200	0,001	-0,588
98,250	0,001	-0,587
98,300	0,001	-0,584
98,350	7,517E-4	-0,584
98,400	0,001	-0,581
98,450	0,001	-0,579
98,500	0,001	-0,577
98,550	0,001	-0,576
98,600	8,994E-4	-0,573
98,650	9,324E-4	-0,571
98,700	0,001	-0,568
98,750	6,858E-4	-0,567
98,800	0,001	-0,564
98,850	0,001	-0,562
98,900	8,970E-4	-0,559
98,950	9,214E-4	-0,558
99,000	8,518E-4	-0,555
99,050	0,001	-0,553
99,100	0,001	-0,549
99,150	9,177E-4	-0,548
99,200	0,001	-0,544
99,250	9,666E-4	-0,542
99,300	8,457E-4	-0,538
99,350	0,001	-0,536
99,400	0,001	-0,532
99,450	9,043E-4	-0,530
99,500	0,001	-0,526
99,550	7,761E-4	-0,524
99,600	0,001	-0,521
99,650	0,001	-0,518
99,700	9,910E-4	-0,515
99,750	0,001	-0,512
99,800	0,001	-0,508
99,850	9,507E-4	-0,505
99,900	9,897E-4	-0,501
99,950	0,001	-0,499
100,000	0,001	-0,495
100,050	0,001	-0,492
100,100	0,001	-0,488
100,150	0,002	-0,485
100,200	0,001	-0,481
100,250	8,274E-4	-0,479
100,300	8,176E-4	-0,475
100,350	0,001	-0,471
100,400	0,001	-0,467
100,450	0,001	-0,465
100,500	0,001	-0,461
100,550	0,001	-0,458
100,600	0,001	-0,454
100,650	0,001	-0,451
100,700	0,001	-0,446
100,750	0,001	-0,443
100,800	0,001	-0,439
100,850	0,001	-0,436
100,900	0,001	-0,431
100,950	0,001	-0,428
101,000	0,001	-0,424
101,050	0,001	-0,420
101,100	0,001	-0,416
101,150	0,001	-0,413
101,200	0,001	-0,408
101,250	0,001	-0,406
101,300	0,001	-0,401
101,350	0,001	-0,398
101,400	0,001	-0,394
101,450	0,001	-0,391
101,500	0,001	-0,387
101,550	9,116E-4	-0,384
101,600	0,001	-0,379
101,650	0,001	-0,376
101,700	0,001	-0,372
101,750	0,001	-0,369
101,800	0,001	-0,365
101,850	0,001	-0,362
101,900	0,001	-0,357
101,950	0,001	-0,354
102,000	0,001	-0,350
102,050	0,001	-0,347
102,100	9,714E-4	-0,343
102,150	9,666E-4	-0,340
102,200	0,001	-0,336
102,250	0,002	-0,332
102,300	0,001	-0,328
102,350	0,001	-0,325
102,400	0,001	-0,321
102,450	0,001	-0,318
102,500	0,001	-0,314
102,550	0,001	-0,311
102,600	0,001	-0,307
102,650	0,001	-0,304
102,700	0,001	-0,300
102,750	0,001	-0,297
102,800	0,001	-0,293
102,850	0,001	-0,289
102,900	0,001	-0,286
102,950	0,001	-0,282
103,000	0,001	-0,278
103,050	9,446E-4	-0,275
103,100	0,001	-0,271
103,150	0,001	-0,268
103,200	0,001	-0,264
103,250	0,001	-0,261
103,300	0,001	-0,257
103,350	0,001	-0,254
103,400	0,001	-0,249
103,450	0,001	-0,246
103,500	0,001	-0,242
103,550	0,001	-0,239
103,600	0,001	-0,235
103,650	0,001	-0,232
103,700	0,001	-0,227
103,750	0,001	-0,224
103,800	0,001	-0,220
103,850	0,001	-0,217
103,900	0,001	-0,212
103,950	0,001	-0,209
104,000	0,001	-0,205
104,050	0,001	-0,202
104,100	0,001	-0,197
104,150	0,001	-0,194
104,200	0,001	-0,190
104,250	0,001	-0,186
104,300	0,001	-0,182
104,350	0,001	-0,179
104,400	0,001	-0,174
104,450	0,001	-0,171
104,500	0,001	-0,167
104,550	0,001	-0,163
104,600	0,001	-0,159
104,650	0,002	-0,156
104,700	0,001	-0,152
104,750	0,001	-0,149
104,800	0,001	-0,145
104,850	0,001	-0,142
104,900	0,001	-0,138
104,950	0,001	-0,135
105,000	0,001	-0,131
105,050	0,001	-0,128
105,100	0,001	-0,125
105,150	0,002	-0,122
105,200	0,001	-0,119
105,250	0,001	-0,116
105,300	0,001	-0,113
105,350	0,002	-0,110
105,400	0,001	-0,107
105,450	0,001	-0,105
105,500	0,001	-0,102
105,550	0,001	-0,101
105,600	0,002	-0,099
105,650	0,001	-0,098
105,700	0,001	-0,095
105,750	0,001	-0,095
105,800	0,002	-0,093
105,850	0,002	-0,093
105,900	0,002	-0,091
105,950	0,002	-0,091
106,000	0,002	-0,090
106,050	0,001	-0,090
106,100	0,001	-0,089
106,150	0,001	-0,089
106,200	0,001	-0,088
106,250	0,001	-0,088
106,300	0,002	-0,087
106,350	0,001	-0,087
106,400	0,001	-0,087
106,450	0,002	-0,086
106,500	0,002	-0,085
106,550	0,002	-0,086
106,600	0,001	-0,085
106,650	0,002	-0,085
106,700	0,002	-0,085
106,750	0,002	-0,085
106,800	0,001	-0,084
106,850	0,001	-0,085
106,900	0,002	-0,084
106,950	0,002	-0,084
107,000	0,002	-0,084
107,050	0,002	-0,084
107,100	0,002	-0,083
107,150	0,002	-0,084
107,200	0,002	-0,083
107,250	0,001	-0,083
107,300	0,001	-0,083
107,350	0,002	-0,082
107,400	0,001	-0,082
107,450	0,001	-0,082
107,500	0,001	-0,082
107,550	0,002	-0,082
107,600	0,001	-0,081
107,650	0,002	-0,081
107,700	0,002	-0,080
107,750	0,002	-0,081
107,800	0,002	-0,080
107,850	0,002	-0,080
107,900	0,001	-0,080
107,950	0,002	-0,079
108,000	0,002	-0,079
108,050	0,002	-0,079
108,100	0,002	-0,078
108,150	0,001	-0,079
108,200	0,001	-0,078
108,250	0,002	-0,078
108,300	0,002	-0,077
108,350	0,002	-0,077
108,400	0,002	-0,077
108,450	0,002	-0,077
108,500	0,002	-0,076
108,550	0,002	-0,076
108,600	0,002	-0,075
108,650	0,002	-0,075
108,700	0,002	-0,074
108,750	0,002	-0,074
108,800	0,002	-0,074
108,850	0,002	-0,074
108,900	0,002	-0,073
108,950	0,002	-0,073
109,000	0,002	-0,073
109,050	0,002	-0,072
109,100	0,002	-0,072
109,150	0,002	-0,072
109,200	0,002	-0,071
109,250	0,002	-0,071
109,300	0,002	-0,071
109,350	0,002	-0,071
109,400	0,002	-0,070
109,450	0,002	-0,070
109,500	0,002	-0,069
109,550	0,002	-0,069
109,600	0,002	-0,068
109,650	0,002	-0,068
109,700	0,002	-0,067
109,750	0,002	-0,067
109,800	0,002	-0,067
109,850	0,002	-0,067
109,900	0,002	-0,066
109,950	0,002	-0,066
110,000	0,002	-0,066
110,050	0,002	-0,066
110,100	0,002	-0,065
110,150	0,002	-0,065
110,200	0,002	-0,065
110,250	0,002	-0,064
110,300	0,002	-0,064
110,350	0,002	-0,064
110,400	0,002	-0,063
110,450	0,002	-0,063
110,500	0,002	-0,063
110,550	0,002	-0,063
110,600	0,002	-0,062
110,650	0,002	-0,062
110,700	0,002	-0,061
110,750	0,002	-0,061
110,800	0,002	-0,061
110,850	0,002	-0,061
110,900	0,002	-0,060
110,950	0,002	-0,060
111,000	0,002	-0,059
111,050	0,003	-0,059
111,100	0,002	-0,059
111,150	0,002	-0,059
111,200	0,003	-0,058
111,250	0,003	-0,058
111,300	0,003	-0,058
111,350	0,002	-0,058
111,400	0,002	-0,057
111,450	0,003	-0,057
111,500	0,002	-0,057
111,550	0,003	-0,056
111,600	0,003	-0,056
111,650	0,003	-0,056
111,700	0,003	-0,055
111,750	0,003	-0,055
111,800	0,003	-0,055
111,850	0,003	-0,054
111,900	0,003	-0,054
111,950	0,002	-0,054
112,000	0,003	-0,053
112,050	0,003	-0,053
112,100	0,003	-0,053
112,150	0,003	-0,053
112,200	0,003	-0,052
112,250	0,003	-0,052
112,300	0,003	-0,052
112,350	0,003	-0,052
112,400	0,003	-0,051
112,450	0,003	-0,051
112,500	0,003	-0,051
112,550	0,003	-0,050
112,600	0,003	-0,050
112,650	0,003	-0,050
112,700	0,003	-0,050
112,750	0,003	-0,050
112,800	0,003	-0,049
112,850	0,003	-0,049
112,900	0,003	-0,049
112,950	0,003	-0,048
113,000	0,003	-0,048
113,050	0,003	-0,048
113,100	0,003	-0,048
113,150	0,003	-0,048
113,200	0,003	-0,047
113,250	0,003	-0,047
113,300	0,003	-0,047
113,350	0,003	-0,047
113,400	0,004	-0,046
113,450	0,003	-0,046
113,500	0,003	-0,046
113,550	0,003	-0,045
113,600	0,003	-0,045
113,650	0,004	-0,045
113,700	0,003	-0,045
113,750	0,004	-0,045
113,800	0,004	-0,045
113,850	0,003	-0,045
113,900	0,004	-0,045
113,950	0,004	-0,045
114,000	0,003	-0,045
114,050	0,004	-0,045
114,100	0,004	-0,045
114,150	0,004	-0,045
114,200	0,004	-0,045
114,250	0,003	-0,045
114,300	0,004	-0,045
114,350	0,004	-0,044
114,400	0,004	-0,044
114,450	0,004	-0,043
114,500	0,004	-0,043
114,550	0,004	-0,042
114,600	0,004	-0,042
114,650	0,004	-0,042
114,700	0,004	-0,042
114,750	0,004	-0,042
114,800	0,004	-0,042
114,850	0,004	-0,041
114,900	0,004	-0,041
114,950	0,004	-0,041
115,000	0,004	-0,041
115,050	0,004	-0,040
115,100	0,004	-0,041
115,150	0,004	-0,040
115,200	0,004	-0,040
115,250	0,004	-0,040
115,300	0,004	-0,040
115,350	0,004	-0,039
115,400	0,004	-0,040
115,450	0,004	-0,039
115,500	0,004	-0,039
115,550	0,004	-0,039
115,600	0,004	-0,039
115,650	0,004	-0,039
115,700	0,004	-0,039
115,750	0,004	-0,039
115,800	0,004	-0,039
115,850	0,004	-0,039
115,900	0,004	-0,039
115,950	0,004	-0,039
116,000	0,004	-0,039
116,050	0,004	-0,039
116,100	0,004	-0,039
116,150	0,005	-0,039
116,200	0,004	-0,039
116,250	0,005	-0,039
116,300	0,004	-0,039
116,350	0,005	-0,038
116,400	0,004	-0,038
116,450	0,005	-0,037
116,500	0,005	-0,037
116,550	0,005	-0,037
116,600	0,005	-0,037
116,650	0,005	-0,037
116,700	0,005	-0,037
116,750	0,005	-0,037
116,800	0,005	-0,037
116,850	0,005	-0,036
116,900	0,005	-0,037
116,950	0,005	-0,037
117,000	0,005	-0,037
117,050	0,005	-0,036
117,100	0,005	-0,037
117,150	0,005	-0,036
117,200	0,005	-0,037
117,250	0,005	-0,036
117,300	0,005	-0,037
117,350	0,005	-0,036
117,400	0,005	-0,036
117,450	0,005	-0,036
117,500	0,005	-0,036
117,550	0,005	-0,035
117,600	0,005	-0,035
117,650	0,005	-0,034
117,700	0,005	-0,034
117,750	0,005	-0,033
117,800	0,005	-0,033
117,850	0,005	-0,033
117,900	0,005	-0,033
117,950	0,006	-0,032
118,000	0,005	-0,033
118,050	0,005	-0,032
118,100	0,006	-0,032
118,150	0,006	-0,032
118,200	0,006	-0,032
118,250	0,006	-0,031
118,300	0,006	-0,031
118,350	0,006	-0,030
118,400	0,006	-0,031
118,450	0,006	-0,030
118,500	0,006	-0,030
118,550	0,006	-0,030
118,600	0,006	-0,030
118,650	0,006	-0,029
118,700	0,006	-0,030
118,750	0,006	-0,029
118,800	0,006	-0,029
118,850	0,006	-0,028
118,900	0,007	-0,028
118,950	0,007	-0,027
119,000	0,007	-0,027
119,050	0,007	-0,025
119,100	0,007	-0,026
119,150	0,007	-0,025
119,200	0,007	-0,025
119,250	0,008	-0,024
119,300	0,008	-0,024
119,350	0,008	-0,023
119,400	0,008	-0,024
119,450	0,008	-0,023
119,500	0,008	-0,024
119,550	0,008	-0,023
119,600	0,007	-0,024
119,650	0,008	-0,022
119,700	0,008	-0,023
119,750	0,008	-0,022
119,800	0,008	-0,023
119,850	0,008	-0,022
119,900	0,007	-0,023
119,950	0,008	-0,023
120,000	0,008	-0,023
120,050	0,008	-0,022
120,100	0,008	-0,023
120,150	0,008	-0,023
120,200	0,008	-0,023
120,250	0,008	-0,023
120,300	0,008	-0,023
120,350	0,008	-0,022
120,400	0,008	-0,023
120,450	0,008	-0,023
120,500	0,008	-0,023
120,550	0,008	-0,022
120,600	0,008	-0,023
120,650	0,008	-0,022
120,700	0,008	-0,022
120,750	0,008	-0,022
120,800	0,008	-0,023
120,850	0,008	-0,022
120,900	0,008	-0,023
120,950	0,008	-0,021
121,000	0,008	-0,022
121,050	0,008	-0,021
121,100	0,008	-0,022
121,150	0,008	-0,021
121,200	0,008	-0,022
121,250	0,008	-0,021
121,300	0,008	-0,022
121,350	0,009	-0,020
121,400	0,008	-0,021
121,450	0,008	-0,021
121,500	0,008	-0,022
121,550	0,008	-0,020
121,600	0,009	-0,021
121,650	0,009	-0,020
121,700	0,009	-0,020
121,750	0,009	-0,019
121,800	0,009	-0,019
121,850	0,009	-0,019
121,900	0,009	-0,019
121,950	0,009	-0,018
122,000	0,009	-0,019
122,050	0,009	-0,018
122,100	0,009	-0,018
122,150	0,009	-0,017
122,200	0,009	-0,018
122,250	0,009	-0,017
122,300	0,010	-0,017
122,350	0,010	-0,017
122,400	0,010	-0,017
122,450	0,010	-0,017
122,500	0,010	-0,017
122,550	0,010	-0,016
122,600	0,010	-0,016
122,650	0,010	-0,016
122,700	0,010	-0,016
122,750	0,010	-0,016
122,800	0,009	-0,017
122,850	0,010	-0,015
122,900	0,010	-0,016
122,950	0,010	-0,015
123,000	0,010	-0,016
123,050	0,010	-0,015
123,100	0,010	-0,016
123,150	0,010	-0,014
123,200	0,010	-0,015
123,250	0,010	-0,014
123,300	0,011	-0,015
123,350	0,011	-0,013
123,400	0,011	-0,014
123,450	0,011	-0,013
123,500	0,011	-0,014
123,550	0,011	-0,013
123,600	0,011	-0,013
123,650	0,012	-0,012
123,700	0,012	-0,012
123,750	0,012	-0,011
123,800	0,012	-0,011
123,850	0,012	-0,010
123,900	0,012	-0,010
123,950	0,013	-0,009
124,000	0,013	-0,009
124,050	0,013	-0,008
124,100	0,013	-0,008
124,150	0,014	-0,007
124,200	0,013	-0,008
124,250	0,014	-0,006
124,300	0,014	-0,007
124,350	0,014	-0,006
124,400	0,014	-0,006
124,450	0,014	-0,006
124,500	0,014	-0,006
124,550	0,015	-0,005
124,600	0,015	-0,006
124,650	0,015	-0,004
124,700	0,015	-0,005
124,750	0,015	-0,004
124,800	0,015	-0,004
124,850	0,015	-0,003
124,900	0,015	-0,005
124,950	0,015	-0,004
125,000	0,016	-0,004
125,050	0,015	-0,003
125,100	0,015	-0,004
125,150	0,015	-0,004
125,200	0,015	-0,004
125,250	0,015	-0,003
125,300	0,015	-0,004
125,350	0,015	-0,004
125,400	0,015	-0,004
125,450	0,015	-0,003
125,500	0,016	-0,004
125,550	0,016	-0,003
125,600	0,016	-0,004
125,650	0,016	-0,002
125,700	0,016	-0,003
125,750	0,016	-0,002
125,800	0,016	-0,003
125,850	0,016	-0,002
125,900	0,016	-0,002
125,950	0,016	-0,001
126,000	0,017	-0,002
126,050	0,017	-6,598E-4
126,100	0,017	-0,001
126,150	0,017	-4,291E-4
126,200	0,017	-7,635E-4
126,250	0,017	2,313E-4
126,300	0,017	-8,917E-4
126,350	0,017	2,155E-4
126,400	0,018	-4,205E-4
126,450	0,018	9,662E-4
126,500	0,018	-4,700E-5
126,550	0,018	0,001
126,600	0,018	8,484E-5
126,650	0,018	0,001
126,700	0,018	1,862E-4
126,750	0,018	0,001
126,800	0,018	1,740E-4
126,850	0,018	0,001
126,900	0,018	3,998E-4
126,950	0,018	0,001
127,000	0,018	3,766E-4
127,050	0,018	0,001
127,100	0,018	1,642E-4
127,150	0,018	0,001
127,200	0,018	4,620E-4
127,250	0,018	0,001
127,300	0,018	6,268E-4
127,350	0,018	0,002
127,400	0,018	9,869E-4
127,450	0,018	0,002
127,500	0,019	0,001
127,550	0,018	0,002
127,600	0,019	0,001
127,650	0,019	0,002
127,700	0,019	0,001
127,750	0,018	0,002
127,800	0,019	0,002
127,850	0,018	0,002
127,900	0,018	0,001
127,950	0,018	0,002
128,000	0,019	0,001
128,050	0,019	0,002
128,100	0,019	0,001
128,150	0,018	0,002
128,200	0,019	0,001
128,250	0,019	0,003
128,300	0,019	0,002
128,350	0,019	0,003
128,400	0,019	0,002
128,450	0,019	0,003
128,500	0,019	0,002
128,550	0,019	0,003
128,600	0,019	0,002
128,650	0,019	0,003
128,700	0,019	0,002
128,750	0,019	0,003
128,800	0,019	0,002
128,850	0,019	0,003
128,900	0,019	0,002
128,950	0,020	0,004
129,000	0,019	0,002
129,050	0,019	0,003
129,100	0,019	0,002
129,150	0,019	0,003
129,200	0,019	0,003
129,250	0,020	0,004
129,300	0,020	0,003
129,350	0,020	0,004
129,400	0,020	0,003
129,450	0,020	0,004
129,500	0,020	0,003
129,550	0,020	0,004
129,600	0,020	0,003
129,650	0,020	0,004
129,700	0,020	0,003
129,750	0,020	0,004
129,800	0,020	0,003
129,850	0,020	0,004
129,900	0,020	0,003
129,950	0,020	0,004
130,000	0,020	0,003
130,050	0,020	0,004
130,100	0,020	0,004
130,150	0,020	0,004
130,200	0,020	0,003
130,250	0,020	0,004
130,300	0,020	0,003
130,350	0,020	0,004
130,400	0,020	0,003
130,450	0,020	0,004
130,500	0,020	0,004
130,550	0,020	0,004
130,600	0,020	0,004
130,650	0,020	0,004
130,700	0,020	0,003
130,750	0,020	0,004
130,800	0,020	0,003
130,850	0,020	0,004
130,900	0,020	0,003
130,950	0,020	0,004
131,000	0,020	0,003
131,050	0,020	0,004
131,100	0,020	0,003
131,150	0,020	0,004
131,200	0,020	0,003
131,250	0,020	0,004
131,300	0,020	0,003
131,350	0,020	0,004
131,400	0,020	0,004
131,450	0,020	0,004
131,500	0,020	0,004
131,550	0,020	0,004
131,600	0,020	0,003
131,650	0,020	0,004
131,700	0,020	0,004
131,750	0,020	0,004
131,800	0,020	0,004
131,850	0,020	0,004
131,900	0,020	0,004
131,950	0,020	0,004
132,000	0,020	0,003
132,050	0,020	0,004
132,100	0,020	0,004
132,150	0,020	0,004
132,200	0,020	0,004
132,250	0,020	0,004
132,300	0,020	0,003
132,350	0,020	0,004
132,400	0,020	0,004
132,450	0,020	0,004
132,500	0,020	0,004
132,550	0,020	0,004
132,600	0,020	0,004
