Zeit (s) RK1 Schalter links R_V	Spannung, Ch A (V) RK1 Schalter links R_V	Spannung, Ch B (V) RK1 Schalter links R_V
106,600	-1,797	-0,650
106,650	-1,800	-0,650
106,700	-1,808	-0,650
106,750	-1,816	-0,650
106,800	-1,818	-0,650
106,850	-1,830	-0,650
106,900	-1,841	-0,651
106,950	-1,843	-0,651
107,000	-1,843	-0,651
107,050	-1,844	-0,651
107,100	-1,843	-0,651
107,150	-1,846	-0,651
107,200	-1,848	-0,651
107,250	-1,848	-0,651
107,300	-1,848	-0,651
107,350	-1,848	-0,651
107,400	-1,848	-0,650
107,450	-1,852	-0,650
107,500	-1,852	-0,651
107,550	-1,853	-0,651
107,600	-1,853	-0,651
107,650	-1,858	-0,650
107,700	-1,861	-0,651
107,750	-1,862	-0,651
107,800	-1,864	-0,651
107,850	-1,866	-0,651
107,900	-1,872	-0,651
107,950	-1,878	-0,651
108,000	-1,879	-0,651
108,050	-1,882	-0,651
108,100	-1,883	-0,651
108,150	-1,884	-0,651
108,200	-1,890	-0,651
108,250	-1,896	-0,651
108,300	-1,900	-0,652
108,350	-1,908	-0,651
108,400	-1,909	-0,651
108,450	-1,918	-0,652
108,500	-1,925	-0,652
108,550	-1,927	-0,652
108,600	-1,930	-0,652
108,650	-1,931	-0,651
108,700	-1,931	-0,652
108,750	-1,934	-0,652
108,800	-1,935	-0,652
108,850	-1,938	-0,652
108,900	-1,944	-0,652
108,950	-1,950	-0,652
109,000	-1,953	-0,652
109,050	-1,954	-0,652
109,100	-1,957	-0,652
109,150	-1,960	-0,652
109,200	-1,969	-0,652
109,250	-1,971	-0,652
109,300	-1,973	-0,653
109,350	-1,975	-0,652
109,400	-1,976	-0,653
109,450	-1,980	-0,652
109,500	-1,987	-0,652
109,550	-1,989	-0,653
109,600	-1,997	-0,653
109,650	-2,002	-0,652
109,700	-2,003	-0,653
109,750	-2,004	-0,653
109,800	-2,004	-0,653
109,850	-2,008	-0,653
109,900	-2,015	-0,653
109,950	-2,023	-0,653
110,000	-2,026	-0,653
110,050	-2,031	-0,653
110,100	-2,033	-0,653
110,150	-2,037	-0,653
110,200	-2,045	-0,653
110,250	-2,050	-0,653
110,300	-2,066	-0,653
110,350	-2,073	-0,653
110,400	-2,076	-0,654
110,450	-2,085	-0,654
110,500	-2,095	-0,654
110,550	-2,099	-0,654
110,600	-2,114	-0,654
110,650	-2,118	-0,654
110,700	-2,126	-0,654
110,750	-2,130	-0,654
110,800	-2,137	-0,654
110,850	-2,152	-0,654
110,900	-2,154	-0,655
110,950	-2,155	-0,654
111,000	-2,155	-0,655
111,050	-2,155	-0,654
111,100	-2,154	-0,655
111,150	-2,155	-0,654
111,200	-2,154	-0,655
111,250	-2,154	-0,654
111,300	-2,154	-0,655
111,350	-2,154	-0,654
111,400	-2,155	-0,655
111,450	-2,154	-0,654
111,500	-2,154	-0,655
111,550	-2,155	-0,655
111,600	-2,154	-0,655
111,650	-2,155	-0,654
111,700	-2,154	-0,655
111,750	-2,154	-0,654
111,800	-2,157	-0,654
111,850	-2,160	-0,654
111,900	-2,159	-0,655
111,950	-2,159	-0,654
112,000	-2,160	-0,655
112,050	-2,159	-0,654
112,100	-2,161	-0,655
112,150	-2,178	-0,655
112,200	-2,184	-0,655
112,250	-2,184	-0,655
112,300	-2,194	-0,655
112,350	-2,197	-0,655
112,400	-2,198	-0,655
112,450	-2,205	-0,655
112,500	-2,212	-0,655
112,550	-2,234	-0,655
112,600	-2,240	-0,655
112,650	-2,248	-0,655
112,700	-2,261	-0,656
112,750	-2,278	-0,656
112,800	-2,304	-0,656
112,850	-2,331	-0,656
112,900	-2,339	-0,657
112,950	-2,369	-0,657
113,000	-2,397	-0,657
113,050	-2,402	-0,657
113,100	-2,416	-0,657
113,150	-2,419	-0,657
113,200	-2,419	-0,657
113,250	-2,419	-0,657
113,300	-2,425	-0,657
113,350	-2,436	-0,657
113,400	-2,440	-0,658
113,450	-2,449	-0,658
113,500	-2,450	-0,658
113,550	-2,451	-0,657
113,600	-2,464	-0,658
113,650	-2,476	-0,658
113,700	-2,477	-0,658
113,750	-2,487	-0,658
113,800	-2,503	-0,658
113,850	-2,506	-0,658
113,900	-2,515	-0,658
113,950	-2,527	-0,658
114,000	-2,529	-0,659
114,050	-2,537	-0,659
114,100	-2,542	-0,659
114,150	-2,544	-0,658
114,200	-2,562	-0,659
114,250	-2,568	-0,659
114,300	-2,570	-0,659
114,350	-2,578	-0,659
114,400	-2,589	-0,659
114,450	-2,616	-0,659
114,500	-2,637	-0,660
114,550	-2,656	-0,660
114,600	-2,657	-0,660
114,650	-2,658	-0,660
114,700	-2,658	-0,660
114,750	-2,658	-0,660
114,800	-2,658	-0,660
114,850	-2,658	-0,660
114,900	-2,658	-0,660
114,950	-2,659	-0,660
115,000	-2,659	-0,660
115,050	-2,659	-0,660
115,100	-2,659	-0,660
115,150	-2,659	-0,660
115,200	-2,658	-0,660
115,250	-2,658	-0,660
115,300	-2,658	-0,660
115,350	-2,659	-0,660
115,400	-2,660	-0,660
115,450	-2,660	-0,660
115,500	-2,661	-0,660
115,550	-2,662	-0,660
115,600	-2,662	-0,660
115,650	-2,662	-0,660
115,700	-2,662	-0,660
115,750	-2,662	-0,660
115,800	-2,662	-0,660
115,850	-2,662	-0,659
115,900	-2,667	-0,660
115,950	-2,679	-0,660
116,000	-2,694	-0,660
116,050	-2,695	-0,660
116,100	-2,696	-0,660
116,150	-2,700	-0,660
116,200	-2,729	-0,661
116,250	-2,764	-0,661
116,300	-2,771	-0,661
116,350	-2,798	-0,661
116,400	-2,811	-0,661
116,450	-2,816	-0,661
116,500	-2,831	-0,661
116,550	-2,834	-0,661
116,600	-2,849	-0,662
116,650	-2,863	-0,661
116,700	-2,864	-0,662
116,750	-2,865	-0,662
116,800	-2,865	-0,662
116,850	-2,866	-0,662
116,900	-2,872	-0,662
116,950	-2,877	-0,662
117,000	-2,887	-0,662
117,050	-2,899	-0,662
117,100	-2,905	-0,662
117,150	-2,917	-0,662
117,200	-2,924	-0,662
117,250	-2,934	-0,662
117,300	-2,946	-0,663
117,350	-2,950	-0,662
117,400	-2,962	-0,663
117,450	-2,969	-0,662
117,500	-2,980	-0,663
117,550	-3,002	-0,663
117,600	-3,018	-0,663
117,650	-3,034	-0,663
117,700	-3,047	-0,663
117,750	-3,057	-0,663
117,800	-3,074	-0,664
117,850	-3,081	-0,664
117,900	-3,088	-0,664
117,950	-3,094	-0,664
118,000	-3,097	-0,664
118,050	-3,103	-0,664
118,100	-3,110	-0,664
118,150	-3,115	-0,664
118,200	-3,126	-0,664
118,250	-3,134	-0,664
118,300	-3,145	-0,664
118,350	-3,164	-0,664
118,400	-3,180	-0,664
118,450	-3,185	-0,664
118,500	-3,209	-0,665
118,550	-3,225	-0,665
118,600	-3,268	-0,665
118,650	-3,304	-0,665
118,700	-3,325	-0,666
118,750	-3,328	-0,666
118,800	-3,328	-0,666
118,850	-3,328	-0,666
118,900	-3,328	-0,666
118,950	-3,328	-0,666
119,000	-3,328	-0,666
119,050	-3,329	-0,666
119,100	-3,329	-0,666
119,150	-3,329	-0,665
119,200	-3,329	-0,666
119,250	-3,329	-0,666
119,300	-3,329	-0,666
119,350	-3,329	-0,666
119,400	-3,329	-0,666
119,450	-3,330	-0,666
119,500	-3,331	-0,666
119,550	-3,332	-0,666
119,600	-3,332	-0,666
119,650	-3,332	-0,666
119,700	-3,332	-0,666
119,750	-3,332	-0,666
119,800	-3,332	-0,666
119,850	-3,333	-0,666
119,900	-3,341	-0,666
119,950	-3,350	-0,666
120,000	-3,351	-0,666
120,050	-3,354	-0,666
120,100	-3,354	-0,666
120,150	-3,355	-0,666
120,200	-3,383	-0,666
120,250	-3,398	-0,666
120,300	-3,401	-0,667
120,350	-3,432	-0,666
120,400	-3,446	-0,666
120,450	-3,447	-0,667
120,500	-3,447	-0,666
120,550	-3,447	-0,667
120,600	-3,447	-0,667
120,650	-3,447	-0,667
120,700	-3,460	-0,667
120,750	-3,465	-0,667
120,800	-3,471	-0,667
120,850	-3,497	-0,667
120,900	-3,515	-0,667
120,950	-3,518	-0,667
121,000	-3,519	-0,667
121,050	-3,523	-0,667
121,100	-3,528	-0,668
121,150	-3,541	-0,667
121,200	-3,553	-0,668
121,250	-3,554	-0,667
121,300	-3,574	-0,668
121,350	-3,600	-0,668
121,400	-3,602	-0,668
121,450	-3,604	-0,668
121,500	-3,611	-0,668
121,550	-3,615	-0,668
121,600	-3,637	-0,668
121,650	-3,643	-0,668
121,700	-3,643	-0,669
121,750	-3,643	-0,668
121,800	-3,647	-0,668
121,850	-3,670	-0,668
121,900	-3,677	-0,669
121,950	-3,681	-0,669
122,000	-3,682	-0,669
122,050	-3,683	-0,669
122,100	-3,694	-0,669
122,150	-3,700	-0,669
122,200	-3,701	-0,669
122,250	-3,709	-0,669
122,300	-3,712	-0,669
122,350	-3,718	-0,669
122,400	-3,739	-0,669
122,450	-3,748	-0,669
122,500	-3,749	-0,669
122,550	-3,756	-0,669
122,600	-3,756	-0,669
122,650	-3,759	-0,669
122,700	-3,761	-0,669
122,750	-3,764	-0,669
122,800	-3,769	-0,669
122,850	-3,770	-0,669
122,900	-3,778	-0,669
122,950	-3,783	-0,669
123,000	-3,788	-0,669
123,050	-3,798	-0,669
123,100	-3,801	-0,669
123,150	-3,810	-0,670
123,200	-3,818	-0,670
123,250	-3,822	-0,669
123,300	-3,833	-0,670
123,350	-3,841	-0,670
123,400	-3,853	-0,670
123,450	-3,867	-0,670
123,500	-3,872	-0,670
123,550	-3,885	-0,670
123,600	-3,897	-0,670
123,650	-3,905	-0,670
123,700	-3,919	-0,670
123,750	-3,929	-0,670
123,800	-3,948	-0,670
123,850	-3,956	-0,670
123,900	-3,970	-0,671
123,950	-3,983	-0,670
124,000	-3,994	-0,671
124,050	-4,009	-0,671
124,100	-4,021	-0,671
124,150	-4,040	-0,671
124,200	-4,060	-0,672
124,250	-4,070	-0,671
124,300	-4,086	-0,672
124,350	-4,093	-0,671
124,400	-4,097	-0,672
124,450	-4,108	-0,672
124,500	-4,114	-0,672
124,550	-4,120	-0,672
124,600	-4,130	-0,672
124,650	-4,136	-0,672
124,700	-4,151	-0,672
124,750	-4,155	-0,672
124,800	-4,161	-0,672
124,850	-4,166	-0,672
124,900	-4,173	-0,672
124,950	-4,188	-0,672
125,000	-4,202	-0,672
125,050	-4,208	-0,672
125,100	-4,226	-0,673
125,150	-4,236	-0,673
125,200	-4,245	-0,673
125,250	-4,248	-0,673
125,300	-4,248	-0,673
125,350	-4,248	-0,672
125,400	-4,248	-0,673
125,450	-4,248	-0,672
125,500	-4,248	-0,673
125,550	-4,248	-0,672
125,600	-4,248	-0,673
125,650	-4,248	-0,672
125,700	-4,248	-0,673
125,750	-4,248	-0,673
125,800	-4,248	-0,673
125,850	-4,248	-0,672
125,900	-4,248	-0,673
125,950	-4,248	-0,672
126,000	-4,248	-0,672
126,050	-4,248	-0,673
126,100	-4,248	-0,673
126,150	-4,248	-0,673
126,200	-4,248	-0,673
126,250	-4,249	-0,673
126,300	-4,248	-0,673
126,350	-4,248	-0,673
126,400	-4,252	-0,673
126,450	-4,271	-0,673
126,500	-4,272	-0,673
126,550	-4,288	-0,673
126,600	-4,295	-0,673
126,650	-4,295	-0,673
126,700	-4,317	-0,673
126,750	-4,336	-0,673
126,800	-4,337	-0,674
126,850	-4,337	-0,673
126,900	-4,338	-0,673
126,950	-4,366	-0,673
127,000	-4,391	-0,674
127,050	-4,402	-0,674
127,100	-4,416	-0,674
127,150	-4,429	-0,674
127,200	-4,437	-0,674
127,250	-4,446	-0,674
127,300	-4,459	-0,674
127,350	-4,484	-0,674
127,400	-4,512	-0,674
127,450	-4,542	-0,675
127,500	-4,546	-0,675
127,550	-4,547	-0,675
127,600	-4,549	-0,675
127,650	-4,554	-0,675
127,700	-4,562	-0,675
127,750	-4,565	-0,675
127,800	-4,565	-0,675
127,850	-4,567	-0,675
127,900	-4,575	-0,675
127,950	-4,578	-0,675
128,000	-4,581	-0,675
128,050	-4,584	-0,675
128,100	-4,590	-0,675
128,150	-4,591	-0,675
128,200	-4,592	-0,675
128,250	-4,592	-0,675
128,300	-4,593	-0,675
128,350	-4,596	-0,675
128,400	-4,596	-0,675
128,450	-4,596	-0,675
128,500	-4,596	-0,675
128,550	-4,596	-0,675
128,600	-4,596	-0,675
128,650	-4,596	-0,675
128,700	-4,596	-0,675
128,750	-4,597	-0,675
128,800	-4,603	-0,675
128,850	-4,609	-0,675
128,900	-4,609	-0,675
128,950	-4,610	-0,675
129,000	-4,609	-0,675
129,050	-4,619	-0,675
129,100	-4,645	-0,675
129,150	-4,650	-0,675
129,200	-4,650	-0,675
129,250	-4,650	-0,675
129,300	-4,654	-0,676
129,350	-4,683	-0,675
129,400	-4,695	-0,675
129,450	-4,700	-0,675
129,500	-4,717	-0,676
129,550	-4,721	-0,676
129,600	-4,734	-0,676
129,650	-4,741	-0,676
129,700	-4,749	-0,676
129,750	-4,773	-0,676
129,800	-4,778	-0,676
129,850	-4,780	-0,676
129,900	-4,798	-0,676
129,950	-4,805	-0,676
130,000	-4,812	-0,676
130,050	-4,822	-0,676
130,100	-4,824	-0,676
130,150	-4,831	-0,676
130,200	-4,839	-0,677
130,250	-4,848	-0,677
130,300	-4,859	-0,677
130,350	-4,864	-0,677
130,400	-4,870	-0,677
130,450	-4,903	-0,677
130,500	-4,924	-0,677
130,550	-4,934	-0,677
130,600	-4,938	-0,677
130,650	-4,944	-0,677
130,700	-4,954	-0,677
130,750	-4,956	-0,677
130,800	-4,964	-0,677
130,850	-4,976	-0,677
130,900	-4,978	-0,677
130,950	-4,993	-0,677
131,000	-5,004	-0,677
131,050	-5,011	-0,677
131,100	-5,015	-0,677
131,150	-5,018	-0,677
131,200	-5,026	-0,678
131,250	-5,031	-0,677
131,300	-5,033	-0,678
131,350	-5,039	-0,677
131,400	-5,041	-0,678
131,450	-5,050	-0,678
131,500	-5,053	-0,678
131,550	-5,055	-0,678
131,600	-5,065	-0,677
131,650	-5,074	-0,678
131,700	-5,084	-0,678
131,750	-5,091	-0,677
131,800	-5,103	-0,678
131,850	-5,123	-0,678
131,900	-5,126	-0,678
131,950	-5,129	-0,678
132,000	-5,133	-0,678
132,050	-5,136	-0,678
132,100	-5,146	-0,678
132,150	-5,151	-0,678
132,200	-5,153	-0,678
132,250	-5,160	-0,678
132,300	-5,160	-0,678
132,350	-5,160	-0,678
132,400	-5,163	-0,678
132,450	-5,169	-0,678
132,500	-5,169	-0,678
132,550	-5,177	-0,678
132,600	-5,178	-0,678
132,650	-5,177	-0,678
132,700	-5,177	-0,678
132,750	-5,178	-0,678
132,800	-5,186	-0,678
132,850	-5,187	-0,678
132,900	-5,189	-0,678
132,950	-5,196	-0,678
133,000	-5,196	-0,679
133,050	-5,201	-0,678
133,100	-5,205	-0,678
133,150	-5,213	-0,678
133,200	-5,226	-0,678
133,250	-5,227	-0,678
133,300	-5,227	-0,678
133,350	-5,227	-0,679
133,400	-5,231	-0,679
133,450	-5,240	-0,679
133,500	-5,240	-0,679
133,550	-5,240	-0,679
133,600	-5,240	-0,679
133,650	-5,240	-0,679
133,700	-5,241	-0,679
133,750	-5,240	-0,678
133,800	-5,240	-0,678
133,850	-5,240	-0,678
133,900	-5,240	-0,679
133,950	-5,241	-0,679
134,000	-5,241	-0,679
134,050	-5,241	-0,678
134,100	-5,241	-0,678
134,150	-5,244	-0,678
134,200	-5,245	-0,679
134,250	-5,245	-0,679
134,300	-5,244	-0,678
134,350	-5,266	-0,679
134,400	-5,287	-0,679
134,450	-5,289	-0,679
134,500	-5,289	-0,679
134,550	-5,298	-0,679
134,600	-5,326	-0,679
134,650	-5,333	-0,679
134,700	-5,342	-0,679
134,750	-5,359	-0,679
134,800	-5,359	-0,679
134,850	-5,369	-0,679
134,900	-5,374	-0,679
134,950	-5,379	-0,679
135,000	-5,401	-0,680
135,050	-5,404	-0,679
135,100	-5,404	-0,679
135,150	-5,404	-0,679
135,200	-5,404	-0,679
135,250	-5,415	-0,680
135,300	-5,431	-0,680
135,350	-5,440	-0,680
135,400	-5,456	-0,680
135,450	-5,457	-0,680
135,500	-5,457	-0,680
135,550	-5,471	-0,680
135,600	-5,492	-0,680
135,650	-5,496	-0,680
135,700	-5,525	-0,680
135,750	-5,533	-0,680
135,800	-5,533	-0,680
135,850	-5,533	-0,680
135,900	-5,533	-0,680
135,950	-5,550	-0,680
136,000	-5,572	-0,680
136,050	-5,585	-0,680
136,100	-5,587	-0,680
136,150	-5,616	-0,681
136,200	-5,621	-0,680
136,250	-5,631	-0,681
136,300	-5,658	-0,681
136,350	-5,689	-0,681
136,400	-5,711	-0,681
136,450	-5,714	-0,681
136,500	-5,717	-0,681
136,550	-5,745	-0,681
136,600	-5,762	-0,681
136,650	-5,763	-0,681
136,700	-5,765	-0,681
136,750	-5,768	-0,682
136,800	-5,774	-0,681
136,850	-5,784	-0,681
136,900	-5,789	-0,681
136,950	-5,805	-0,682
137,000	-5,811	-0,681
137,050	-5,818	-0,682
137,100	-5,831	-0,682
137,150	-5,834	-0,681
137,200	-5,849	-0,682
137,250	-5,859	-0,682
137,300	-5,859	-0,682
137,350	-5,861	-0,682
137,400	-5,868	-0,682
137,450	-5,869	-0,682
137,500	-5,869	-0,682
137,550	-5,869	-0,682
137,600	-5,869	-0,682
137,650	-5,869	-0,682
137,700	-5,869	-0,682
137,750	-5,869	-0,682
137,800	-5,869	-0,681
137,850	-5,869	-0,682
137,900	-5,869	-0,681
137,950	-5,869	-0,682
138,000	-5,869	-0,682
138,050	-5,870	-0,682
138,100	-5,879	-0,682
138,150	-5,885	-0,682
138,200	-5,890	-0,682
138,250	-5,903	-0,682
138,300	-5,909	-0,682
138,350	-5,909	-0,682
138,400	-5,916	-0,682
138,450	-5,945	-0,682
138,500	-5,965	-0,682
138,550	-5,970	-0,682
138,600	-5,997	-0,683
138,650	-6,010	-0,682
138,700	-6,010	-0,682
138,750	-6,014	-0,682
138,800	-6,019	-0,682
138,850	-6,019	-0,682
138,900	-6,023	-0,682
138,950	-6,025	-0,683
139,000	-6,031	-0,682
139,050	-6,037	-0,683
139,100	-6,043	-0,683
139,150	-6,052	-0,682
139,200	-6,056	-0,683
139,250	-6,070	-0,683
139,300	-6,114	-0,683
139,350	-6,130	-0,683
139,400	-6,130	-0,683
139,450	-6,130	-0,683
139,500	-6,131	-0,683
139,550	-6,135	-0,683
139,600	-6,138	-0,683
139,650	-6,156	-0,683
139,700	-6,162	-0,683
139,750	-6,168	-0,683
139,800	-6,187	-0,683
139,850	-6,193	-0,684
139,900	-6,235	-0,683
139,950	-6,254	-0,684
140,000	-6,257	-0,683
140,050	-6,267	-0,684
140,100	-6,268	-0,683
140,150	-6,275	-0,684
140,200	-6,285	-0,683
140,250	-6,286	-0,684
140,300	-6,295	-0,684
140,350	-6,298	-0,684
140,400	-6,297	-0,684
140,450	-6,306	-0,684
140,500	-6,313	-0,684
140,550	-6,319	-0,684
140,600	-6,332	-0,684
140,650	-6,337	-0,684
140,700	-6,358	-0,684
140,750	-6,369	-0,684
140,800	-6,371	-0,684
140,850	-6,387	-0,685
140,900	-6,394	-0,684
140,950	-6,402	-0,685
141,000	-6,411	-0,684
141,050	-6,415	-0,684
141,100	-6,424	-0,684
141,150	-6,430	-0,684
141,200	-6,439	-0,684
141,250	-6,453	-0,685
141,300	-6,457	-0,684
141,350	-6,470	-0,685
141,400	-6,476	-0,685
141,450	-6,493	-0,685
141,500	-6,495	-0,685
141,550	-6,498	-0,685
141,600	-6,498	-0,684
141,650	-6,499	-0,685
141,700	-6,499	-0,685
141,750	-6,499	-0,685
141,800	-6,499	-0,684
141,850	-6,499	-0,685
141,900	-6,499	-0,685
141,950	-6,499	-0,685
142,000	-6,499	-0,684
142,050	-6,499	-0,685
142,100	-6,499	-0,685
142,150	-6,499	-0,685
142,200	-6,499	-0,685
142,250	-6,499	-0,685
142,300	-6,499	-0,685
142,350	-6,499	-0,685
142,400	-6,499	-0,685
142,450	-6,499	-0,685
142,500	-6,499	-0,684
142,550	-6,499	-0,685
142,600	-6,499	-0,685
142,650	-6,499	-0,685
142,700	-6,499	-0,685
142,750	-6,499	-0,685
142,800	-6,499	-0,684
142,850	-6,500	-0,685
142,900	-6,500	-0,685
142,950	-6,500	-0,685
143,000	-6,500	-0,684
143,050	-6,500	-0,685
143,100	-6,499	-0,684
143,150	-6,500	-0,685
143,200	-6,503	-0,684
143,250	-6,503	-0,685
143,300	-6,500	-0,685
143,350	-6,499	-0,685
143,400	-6,499	-0,684
143,450	-6,499	-0,685
143,500	-6,499	-0,684
143,550	-6,499	-0,685
143,600	-6,499	-0,684
143,650	-6,502	-0,685
143,700	-6,503	-0,684
143,750	-6,503	-0,685
143,800	-6,503	-0,684
143,850	-6,503	-0,685
143,900	-6,503	-0,684
143,950	-6,500	-0,685
144,000	-6,489	-0,684
144,050	-6,477	-0,685
144,100	-6,476	-0,685
144,150	-6,476	-0,685
144,200	-6,476	-0,684
144,250	-6,475	-0,685
144,300	-6,476	-0,685
144,350	-6,474	-0,685
144,400	-6,473	-0,684
144,450	-6,473	-0,685
144,500	-6,468	-0,684
144,550	-6,438	-0,685
144,600	-6,427	-0,684
144,650	-6,427	-0,685
144,700	-6,414	-0,684
144,750	-6,408	-0,685
144,800	-6,406	-0,684
144,850	-6,405	-0,684
144,900	-6,381	-0,684
144,950	-6,344	-0,684
145,000	-6,317	-0,684
145,050	-6,287	-0,684
145,100	-6,262	-0,683
145,150	-6,259	-0,684
145,200	-6,248	-0,683
145,250	-6,228	-0,684
145,300	-6,213	-0,683
145,350	-6,202	-0,684
145,400	-6,197	-0,683
145,450	-6,180	-0,683
145,500	-6,170	-0,683
145,550	-6,146	-0,683
145,600	-6,123	-0,683
145,650	-6,101	-0,683
145,700	-6,074	-0,683
145,750	-6,052	-0,683
145,800	-6,024	-0,683
145,850	-6,010	-0,683
145,900	-5,991	-0,682
145,950	-5,984	-0,683
146,000	-5,968	-0,682
146,050	-5,954	-0,683
146,100	-5,949	-0,682
146,150	-5,940	-0,683
146,200	-5,939	-0,682
146,250	-5,933	-0,683
146,300	-5,927	-0,682
146,350	-5,910	-0,683
146,400	-5,892	-0,682
146,450	-5,879	-0,683
146,500	-5,866	-0,682
146,550	-5,854	-0,682
146,600	-5,841	-0,682
146,650	-5,836	-0,682
146,700	-5,829	-0,682
146,750	-5,799	-0,682
146,800	-5,790	-0,682
146,850	-5,786	-0,682
146,900	-5,781	-0,681
146,950	-5,775	-0,682
147,000	-5,759	-0,681
147,050	-5,749	-0,682
147,100	-5,744	-0,681
147,150	-5,745	-0,682
147,200	-5,745	-0,681
147,250	-5,744	-0,682
147,300	-5,745	-0,681
147,350	-5,745	-0,682
147,400	-5,745	-0,681
147,450	-5,745	-0,682
147,500	-5,743	-0,681
147,550	-5,743	-0,682
147,600	-5,742	-0,681
147,650	-5,743	-0,682
147,700	-5,742	-0,681
147,750	-5,741	-0,682
147,800	-5,737	-0,681
147,850	-5,720	-0,682
147,900	-5,715	-0,681
147,950	-5,705	-0,682
148,000	-5,700	-0,681
148,050	-5,701	-0,682
148,100	-5,700	-0,681
148,150	-5,700	-0,682
148,200	-5,700	-0,681
148,250	-5,700	-0,682
148,300	-5,700	-0,681
148,350	-5,700	-0,682
148,400	-5,700	-0,681
148,450	-5,700	-0,682
148,500	-5,700	-0,681
148,550	-5,700	-0,682
148,600	-5,700	-0,681
148,650	-5,700	-0,682
148,700	-5,700	-0,681
148,750	-5,700	-0,682
148,800	-5,700	-0,681
148,850	-5,700	-0,682
148,900	-5,700	-0,681
148,950	-5,700	-0,681
149,000	-5,700	-0,681
149,050	-5,699	-0,681
149,100	-5,700	-0,681
149,150	-5,700	-0,682
149,200	-5,700	-0,681
149,250	-5,700	-0,682
149,300	-5,700	-0,681
149,350	-5,700	-0,682
149,400	-5,704	-0,681
149,450	-5,709	-0,682
149,500	-5,709	-0,681
149,550	-5,709	-0,682
149,600	-5,709	-0,681
149,650	-5,706	-0,682
149,700	-5,696	-0,681
149,750	-5,692	-0,682
149,800	-5,692	-0,681
149,850	-5,661	-0,682
149,900	-5,602	-0,681
149,950	-5,599	-0,681
150,000	-5,597	-0,681
150,050	-5,596	-0,681
150,100	-5,598	-0,681
150,150	-5,593	-0,682
150,200	-5,536	-0,680
150,250	-5,501	-0,681
150,300	-5,484	-0,680
150,350	-5,463	-0,681
150,400	-5,453	-0,680
150,450	-5,421	-0,681
150,500	-5,409	-0,680
150,550	-5,384	-0,680
150,600	-5,377	-0,680
150,650	-5,356	-0,680
150,700	-5,353	-0,679
150,750	-5,346	-0,680
150,800	-5,344	-0,679
150,850	-5,335	-0,680
150,900	-5,328	-0,679
150,950	-5,320	-0,680
151,000	-5,315	-0,679
151,050	-5,312	-0,680
151,100	-5,311	-0,679
151,150	-5,299	-0,680
151,200	-5,294	-0,679
151,250	-5,290	-0,680
151,300	-5,276	-0,679
151,350	-5,271	-0,680
151,400	-5,265	-0,679
151,450	-5,256	-0,680
151,500	-5,253	-0,679
151,550	-5,239	-0,680
151,600	-5,237	-0,679
151,650	-5,232	-0,679
151,700	-5,227	-0,679
151,750	-5,227	-0,680
151,800	-5,227	-0,679
151,850	-5,224	-0,680
151,900	-5,220	-0,679
151,950	-5,220	-0,679
152,000	-5,218	-0,679
152,050	-5,211	-0,680
152,100	-5,199	-0,679
152,150	-5,175	-0,680
152,200	-5,163	-0,678
152,250	-5,150	-0,679
152,300	-5,138	-0,678
152,350	-5,130	-0,679
152,400	-5,105	-0,678
152,450	-5,096	-0,679
152,500	-5,079	-0,678
152,550	-5,071	-0,679
152,600	-5,060	-0,678
152,650	-5,053	-0,679
152,700	-5,042	-0,678
152,750	-5,036	-0,679
152,800	-5,034	-0,678
152,850	-5,031	-0,679
152,900	-5,028	-0,678
152,950	-5,020	-0,678
153,000	-5,011	-0,678
153,050	-4,998	-0,679
153,100	-4,979	-0,678
153,150	-4,967	-0,679
153,200	-4,956	-0,678
153,250	-4,949	-0,678
153,300	-4,932	-0,678
153,350	-4,915	-0,678
153,400	-4,888	-0,677
153,450	-4,869	-0,678
153,500	-4,850	-0,677
153,550	-4,841	-0,678
153,600	-4,840	-0,677
153,650	-4,826	-0,678
153,700	-4,820	-0,677
153,750	-4,802	-0,678
153,800	-4,794	-0,677
153,850	-4,792	-0,678
153,900	-4,792	-0,677
153,950	-4,796	-0,678
154,000	-4,796	-0,677
154,050	-4,796	-0,678
154,100	-4,796	-0,677
154,150	-4,796	-0,677
154,200	-4,796	-0,677
154,250	-4,795	-0,678
154,300	-4,795	-0,677
154,350	-4,793	-0,678
154,400	-4,792	-0,677
154,450	-4,792	-0,677
154,500	-4,794	-0,677
154,550	-4,774	-0,678
154,600	-4,745	-0,677
154,650	-4,725	-0,677
154,700	-4,718	-0,676
154,750	-4,701	-0,677
154,800	-4,684	-0,676
154,850	-4,671	-0,677
154,900	-4,666	-0,676
154,950	-4,655	-0,677
155,000	-4,654	-0,676
155,050	-4,644	-0,677
155,100	-4,643	-0,676
155,150	-4,642	-0,677
155,200	-4,642	-0,676
155,250	-4,641	-0,677
155,300	-4,623	-0,676
155,350	-4,610	-0,677
155,400	-4,609	-0,676
155,450	-4,597	-0,677
155,500	-4,596	-0,676
155,550	-4,588	-0,676
155,600	-4,585	-0,676
155,650	-4,563	-0,676
155,700	-4,561	-0,676
155,750	-4,561	-0,677
155,800	-4,561	-0,675
155,850	-4,552	-0,676
155,900	-4,549	-0,676
155,950	-4,530	-0,676
156,000	-4,524	-0,676
156,050	-4,519	-0,676
156,100	-4,508	-0,675
156,150	-4,507	-0,676
156,200	-4,508	-0,675
156,250	-4,508	-0,676
156,300	-4,502	-0,675
